Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
--National emergency reserve (923),Other Spending,General public services n.e.c.,National emergency reserve (923),,0,,0,0,0,0,1245
--Spectrum relocation (924),Other Spending,General public services n.e.c.,Spectrum relocation (924),,0,b,0,0,0,0,1246
--Debt collection initiatives (925),Other Spending,General public services n.e.c.,Debt collection initiatives (925),,1.6,b,0,0,0,1.6,1247
--Adjustment to certain pass-through accounts (926),Other Spending,General public services n.e.c.,Adjustment to certain passthrough accounts (926),,0,,0,0,0,0,1248
--Contingent offset for the refundable portion of the health care tax credit (927),Other Spending,General public services n.e.c.,Contingent offset for the refundable portion of the health care tax credit (927),,0,,0,0,0,0,1249
--Contingencies for other requirements (928),Other Spending,General public services n.e.c.,Contingencies for other requirements (928),,0,,0,0,0,0,1250
--Other allowances (929),Other Spending,General public services n.e.c.,Other allowances (929),,0,b,0,0,0,0,1251
#NAME?,Other Spending,General public services n.e.c.,Current Operations  General  Other (E89),,0,g,0,43.6,68.6,112.2,1252
#NAME?,Other Spending,General public services n.e.c.,Construction  General  Other (F89),,0,g,0,1.5,14.6,16.1,1253
#NAME?,Other Spending,General public services n.e.c.,Other Capital Outlay  General  Other (G89),,0,g,0,0.7,7.1,7.8,1254
#NAME?,Other Spending,Transfers of a general character between,Federal Intergovernmental  All Other (B89),,0,g,-41.2,0,0,-41.2,1255
#NAME?,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest on Treasury Debt Securities (gross),283.936,b,,,,283.936,1256
#NAME?,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Trust Fund Receipt Accounts  Shadow Account,172.946,b,,,,172.946,1257
#NAME?,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Expenditure Accounts  Shadow Account,4.043,b,,,,4.043,1258
#NAME?,Interest,Public debt transactions,Interest on Treasury debt securities (gross) (901),Interest Paid to Federal Fund Receipt Accounts  Shadow Account,11.115,b,,,,11.115,1259
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest Received by Trust Fund, FSMI Fund",-2.561,b,,,,-2.561,1260
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"FHI Trust Fund, Interest Received by Trust Funds",-10.042,b,,,,-10.042,1261
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Unemployment Trust Fund, Interest and Profits on Investments in Public Debt Securities",-0.431,b,,,,-0.431,1262
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Military Retirement Fund",-17.152,b,,,,-17.152,1263
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest, Airport and Airway Trust Fund",-0.226,b,,,,-0.226,1264
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"NSLI Fund, Interest",-0.317,b,,,,-0.317,1265
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"FFB, TVA, and USPS Interest, Civil Service Retirement and Disability Fund",-0.329,b,,,,-0.329,1266
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Treasury Interest, Civil Service Retirement and Disability Fund",-31.838,b,,,,-31.838,1267
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Hazardous Substance Superfund",-0.111,b,,,,-0.111,1268
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Leaking Underground Storage Tank Trust Fund",-0.11,b,,,,-0.11,1269
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest and Profits on Investments, Vaccine Injury Compensation Trust Fund",-0.074,b,,,,-0.074,1270
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Interest on Investments, Foreign Service Retirement and Disability Fund",-0.785,b,,,,-0.785,1271
#NAME?,Interest,Public debt transactions,Interest received by onbudget trust funds (902),"Earnings on Investments, Harbor Maintenance Trust Fund",-0.205,b,,,,-0.205,1272
#NAME?,Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FOASI, Interest Received by Trust Funds",-103.32,b,,,,-103.32,1273
#NAME?,Interest,Public debt transactions,Interest received by offbudget trust funds (903),"FDI, Interest Received by Trust Funds",-5.517,b,,,,-5.517,1274
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Abandoned Mine Reclamation Fund",-0.056,b,,,,-0.056,1275
#NAME?,Interest,Public debt transactions,Other interest (908),"Interest on Loans to the Helium Fund, Department of Interior",-0.175,b,,,,-0.175,1276
#NAME?,Interest,Public debt transactions,Other interest (908),Interest on Loans to BPA,-0.336,b,,,,-0.336,1277
#NAME?,Interest,Public debt transactions,Other interest (908),Interest on Loans to Federal Financing Bank,-2.626,b,,,,-2.626,1278
#NAME?,Interest,Public debt transactions,Other interest (908),"Interest on Loans to National Flood Insurance Fund, DHS",-0.099,b,,,,-0.099,1279
#NAME?,Interest,Public debt transactions,Other interest (908),Interest on Quota in International Monetary Fund,-0.055,b,,,,-0.055,1280
#NAME?,Interest,Public debt transactions,Other interest (908),Interest Received from Credit Financing Accounts,-52.888,b,,,,-52.888,1281
#NAME?,Interest,Public debt transactions,Other interest (908),Interest on Loans and Repayable Advances to the Federal Unemployment Account,-0.85,b,,,,-0.85,1282
#NAME?,Interest,Public debt transactions,Other interest (908),Payment to the Resolution Funding Corporation,2.628,b,,,,2.628,1283
#NAME?,Interest,Public debt transactions,Other interest (908),Interest Paid to Credit Financing Accounts,12.82,b,,,,12.82,1284
#NAME?,Interest,Public debt transactions,Other interest (908),"Refunding Internal Revenue Collections, Interest",3.208,b,,,,3.208,1285
#NAME?,Interest,Public debt transactions,Other interest (908),Interest on Loans or Advances to the Extended Unemployment Compensation Account,-0.46,b,,,,-0.46,1286
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Nuclear Waste Disposal Fund",-1.571,b,,,,-1.571,1287
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Decontamination and Decommissioning Fund",-0.12,b,,,,-0.12,1288
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DoD MedicareEligible Retiree Health Care Fund",-7.43,b,,,,-7.43,1289
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, Postal Service Retiree Health Benefits Fund",-1.773,b,,,,-1.773,1290
#NAME?,Interest,Public debt transactions,Other interest (908),"Earnings on Investments, DC Federal Pension Fund",-0.094,b,,,,-0.094,1291
#NAME?,Interest,Public debt transactions,Other interest (908),"General Fund Proprietary Interest Receipts, not Otherwise Classified",-0.09,b,,,,-0.09,1292
#NAME?,Interest,Public debt transactions,Other investment income (909),"Gains and Losses on NonFederal Securities, National Railroad Retirement Investment Trust",-0.19,b,,,,-0.19,1293
#NAME?,Interest,Public debt transactions,Other investment income (909),"Interest and Dividends on NonFederal Securities, National Railroad Retirement Investment Trust",-0.455,b,,,,-0.455,1294
#NAME?,Interest,Public debt transactions,General  Interest on Debt (I89),,0,g,0,49.8,65,114.8,1295
Balance,Balance,,,,0,g,0,0,0,0,1296
#NAME?,Total Spending,Total,Federal Intergovernmental  General Local Government Support (B30),,0,g,-0.8,0,0,-0.8,1297
#NAME?,Total Spending,Total,Federal Intergovernmental  All Other (B89),,0,g,-41.2,0,0,-41.2,1298
"--Federal Intergovernmental - Natural Resources, Agriculture (Disc. 2005) (B54)",Total Spending,Total,"Federal Intergovernmental  Natural Resources, Agriculture (Disc. 2005) (B54)",,0,,0,0,0,0,1299
#NAME?,Total Spending,Total,Federal Intergovernmental  Natural Resources (B59),,0,g,-2.6,0,0,-2.6,1300
#NAME?,Total Spending,Total,Federal Intergovernmental  Electric Utilities (B92),,0,g,-0.2,0,0,-0.2,1301
#NAME?,Total Spending,Total,Federal Intergovernmental  Gas Utilities (B93),,0,,0,0,0,0,1302
#NAME?,Total Spending,Total,Federal Intergovernmental  Air Transportation (B01),,0,g,-2.9,0,0,-2.9,1303
#NAME?,Total Spending,Total,Federal Intergovernmental  Highways (B46),,0,g,-46.4,0,0,-46.4,1304
#NAME?,Total Spending,Total,Federal Intergovernmental  Transit Utilities (B94),,0,g,-11.6,0,0,-11.6,1305
#NAME?,Total Spending,Total,Federal Intergovernmental  Sewerage (B80),,0,g,-3.4,0,0,-3.4,1306
#NAME?,Total Spending,Total,Federal Intergovernmental  Water Utilities (B91),,0,g,-1.7,0,0,-1.7,1307
#NAME?,Total Spending,Total,Federal Intergovernmental  Health and Hospitals (B42),,0,g,-28.2,0,0,-28.2,1308
--Intergovernmental Revenue from Federal - Environmental Health (NEW for 2007) (B43),Total Spending,Total,Intergovernmental Revenue from Federal  Environmental Health (NEW for 2007) (B43),,0,,0,0,0,0,1309
#NAME?,Total Spending,Total,Federal Intergovernmental  Public Welfare (B79),,0,g,-337.8,0,0,-337.8,1310
#NAME?,Total Spending,Total,Federal Intergovernmental  Education (B21),,0,g,-104.4,0,0,-104.4,1311
#NAME?,Total Spending,Total,Federal Intergovernmental  Employment Security Administration (B22),,0,g,-5.5,0,0,-5.5,1312
#NAME?,Total Spending,Total,Federal Intergovernmental  Housing and Community Development (B50),,0,g,-48.9,0,0,-48.9,1313
--Total federal outlays (000),Total Spending,Total,Total federal outlays (000),,3803.4,b,0,0,0,3803.4,1314
#NAME?,Total Spending,Total,Total state/local outlays (E00),,0,g,0,"1,511.30","1,602.20",3113.5,1315
--Total federal outlays (000),Federal Deficit,Total Spending,Total federal outlays (000),,3803.4,b,0,0,0,3803.4,1316
#NAME?,Federal Deficit,Total Revenue,Total Revenue (FTR),,2902,b,0,0,0,2902,1317
--Long Term Debt Outstanding - Full Faith and Credit - Water Utilities (Disc. 2005) (41A),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Water Utilities (Disc. 2005) (41A),,0,,0,0,0,0,1318
--Long Term Debt Outstanding - Full Faith and Credit - Electric Utilities (Disc. 2005) (41B),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Electric Utilities (Disc. 2005) (41B),,0,,0,0,0,0,1319
--Long Term Debt Outstanding - Full Faith and Credit - Gas Utilities (Disc. 2005) (41C),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Gas Utilities (Disc. 2005) (41C),,0,,0,0,0,0,1320
--Long Term Debt Outstanding - Full Faith and Credit - Transit Utilities (Disc. 2005) (41D),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Transit Utilities (Disc. 2005) (41D),,0,,0,0,0,0,1321
--Long Term Debt Outstanding - Full Faith and Credit - Elementary and Secondary Educati (41F),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Elementary and Secondary Educati (41F),,0,,0,0,0,0,1322
--Long Term Debt Outstanding - Full Faith and Credit - Higher Education (Disc. 2005) (41G),Gross Public Debt,Public Debt,Long Term Debt Outstanding  Full Faith and Credit  Higher Education (Disc. 2005) (41G),,0,,0,0,0,0,1323
"--Long Term Debt Outstanding - Full Faith and Credit - Other, NEC (Disc. 2005) (41X)",Gross Public Debt,Public Debt,"Long Term Debt Outstanding  Full Faith and Credit  Other, NEC (Disc. 2005) (41X)",,0,,0,0,0,0,1324
--Long Term Debt Outstanding Nonguaranteed - Water Utilities (Disc. 2005) (44A),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Water Utilities (Disc. 2005) (44A),,0,,0,0,0,0,1325
--Long Term Debt Outstanding Nonguaranteed - Electric Utilities (Disc. 2005) (44B),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Electric Utilities (Disc. 2005) (44B),,0,,0,0,0,0,1326
--Long Term Debt Outstanding Nonguaranteed - Gas Utilities (Disc. 2005) (44C),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Gas Utilities (Disc. 2005) (44C),,0,,0,0,0,0,1327
--Long Term Debt Outstanding Nonguaranteed - Transit Utilities (Disc. 2005) (44D),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Transit Utilities (Disc. 2005) (44D),,0,,0,0,0,0,1328
--Long Term Debt Outstanding Nonguaranteed - Elementary and Secondary Education (Disc.  (44F),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Elementary and Secondary Education (Disc.  (44F),,0,,0,0,0,0,1329
--Long Term Debt Outstanding Nonguaranteed - Higher Education (Disc. 2005) (44G),Gross Public Debt,Public Debt,Long Term Debt Outstanding Nonguaranteed  Higher Education (Disc. 2005) (44G),,0,,0,0,0,0,1330
"--Long-term Debt Outstanding, End Of Fiscal Year, Public Debt For Private Purposes (44T)",Gross Public Debt,Public Debt,"Longterm Debt Outstanding, End Of Fiscal Year, Public Debt For Private Purposes (44T)",,0,g,0,394.2,226.6,620.7,1331
"--Long Term Debt Outstanding Nonguaranteed - Other, NEC (Disc. 2005) (44X)",Gross Public Debt,Public Debt,"Long Term Debt Outstanding Nonguaranteed  Other, NEC (Disc. 2005) (44X)",,0,,0,0,0,0,1332
--Long Term Debt Outstanding Unspecified Public Purpose (49U),Gross Public Debt,Public Debt,Long Term Debt Outstanding Unspecified Public Purpose (49U),,0,g,0,762.5,"1,599.10",2361.6,1333
--Short Term Debt Outstanding - End of Fiscal Year (64V),Gross Public Debt,Public Debt,Short Term Debt Outstanding  End of Fiscal Year (64V),,0,g,0,-3.2,22.7,19.6,1334
#NAME?,Gross Public Debt,Public Debt,Gross Public Debt (FDB),,0,,0,0,0,0,1335
#NAME?,Gross Public Debt,Public Debt,Debt Held by Public: Other (FDO),,10559.7,e,0,0,0,10559.7,1336
